"ptsdid4pp","Integer","","Recommended","Hypervigilance (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdid4cc","Integer","","Recommended","Hypervigilance (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdid4pc","Integer","","Recommended","Hypervigilance (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdid4co","Integer","","Recommended","Hypervigilance (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdid4po","Integer","","Recommended","Hypervigilance (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdid4cb","Integer","","Recommended","Hypervigilance (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdid4pb","Integer","","Recommended","Hypervigilance (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdid5cp","Integer","","Recommended","Exaggerated startle response (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdid5pp","Integer","","Recommended","Exaggerated startle response (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdid5cc","Integer","","Recommended","Exaggerated startle response (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdid5pc","Integer","","Recommended","Exaggerated startle response (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdid5co","Integer","","Recommended","Exaggerated startle response (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdid5po","Integer","","Recommended","Exaggerated startle response (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdid5cb","Integer","","Recommended","Exaggerated startle response (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdid5pb","Integer","","Recommended","Exaggerated startle response (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsa1cp","Integer","","Recommended","The child has experienced an event threat to the physical integrity of himself (Current Parent)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdsa1cc","Integer","","Recommended","The child has experienced an event threat to the physical integrity of himself (Current Child)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdsa1co","Integer","","Recommended","The child has experienced an event threat to the physical integrity of himself (Current Other)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdsa1cb","Integer","","Recommended","The child has experienced an event threat to the physical integrity of himself (Current Best)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdsa1pp","Integer","","Recommended","The child has experienced an event threat to the physical integrity of himself (Past Parent)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdsa1pc","Integer","","Recommended","The child has experienced an event threat to the physical integrity of himself (Past Child)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdsa1po","Integer","","Recommended","The child has experienced an event threat to the physical integrity of himself (Past Other)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdsa1pb","Integer","","Recommended","The child has experienced an event threat to the physical integrity of himself (Past Best)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdsa2cp","Integer","","Recommended","Intense fear, helplessness, or horror (Current Parent)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdsa2cc","Integer","","Recommended","Intense fear, helplessness, or horror (Current Child)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdsa2co","Integer","","Recommended","Intense fear, helplessness, or horror (Current Other)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdsa2cb","Integer","","Recommended","Intense fear, helplessness, or horror (Current Best)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdsa2pp","Integer","","Recommended","Intense fear, helplessness, or horror (Past Parent)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdsa2pc","Integer","","Recommended","Intense fear, helplessness, or horror (Past Child)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdsa2po","Integer","","Recommended","Intense fear, helplessness, or horror (Past Other)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdsa2pb","Integer","","Recommended","Intense fear, helplessness, or horror (Past Best)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdsb1cp","Integer","","Recommended","Recurrent and intrusive distressing recollections (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb1cc","Integer","","Recommended","Recurrent and intrusive distressing recollections (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb1co","Integer","","Recommended","Recurrent and intrusive distressing recollections (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb1cb","Integer","","Recommended","Recurrent and intrusive distressing recollections (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb1pp","Integer","","Recommended","Recurrent and intrusive distressing recollections (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb1pc","Integer","","Recommended","Recurrent and intrusive distressing recollections (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb1po","Integer","","Recommended","Recurrent and intrusive distressing recollections (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb1pb","Integer","","Recommended","Recurrent and intrusive distressing recollections (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb2cp","Integer","","Recommended","Recurrent dreams of trauma (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb2cc","Integer","","Recommended","Recurrent dreams of trauma (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb2co","Integer","","Recommended","Recurrent dreams of trauma (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb2cb","Integer","","Recommended","Recurrent dreams of trauma (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb2pp","Integer","","Recommended","Recurrent dreams of trauma (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb2pc","Integer","","Recommended","Recurrent dreams of trauma (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb2po","Integer","","Recommended","Recurrent dreams of trauma (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb2pb","Integer","","Recommended","Recurrent dreams of trauma (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb3cp","Integer","","Recommended","Acting or feeling as if the traumatic event were recurring (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb3cc","Integer","","Recommended","Acting or feeling as if the traumatic event were recurring (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb3co","Integer","","Recommended","Acting or feeling as if the traumatic event were recurring (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb3cb","Integer","","Recommended","Acting or feeling as if the traumatic event were recurring (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb3pp","Integer","","Recommended","Acting or feeling as if the traumatic event were recurring (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb3pc","Integer","","Recommended","Acting or feeling as if the traumatic event were recurring (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb3po","Integer","","Recommended","Acting or feeling as if the traumatic event were recurring (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb3pb","Integer","","Recommended","Acting or feeling as if the traumatic event were recurring (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb4cp","Integer","","Recommended","Intense psychological distress at exposure (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb4cc","Integer","","Recommended","Intense psychological distress at exposure (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb4co","Integer","","Recommended","Intense psychological distress at exposure (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb4cb","Integer","","Recommended","Intense psychological distress at exposure (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb4pp","Integer","","Recommended","Intense psychological distress at exposure (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb4pc","Integer","","Recommended","Intense psychological distress at exposure (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb4po","Integer","","Recommended","Intense psychological distress at exposure (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb4pb","Integer","","Recommended","Intense psychological distress at exposure (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb5cp","Integer","","Recommended","Physiologic reactivity upon exposure (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb5cc","Integer","","Recommended","Physiologic reactivity upon exposure (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb5co","Integer","","Recommended","Physiologic reactivity upon exposure (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb5cb","Integer","","Recommended","Physiologic reactivity upon exposure (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb5pp","Integer","","Recommended","Physiologic reactivity upon exposure (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb5pc","Integer","","Recommended","Physiologic reactivity upon exposure (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb5po","Integer","","Recommended","Physiologic reactivity upon exposure (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsb5pb","Integer","","Recommended","Physiologic reactivity upon exposure (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc1cp","Integer","","Recommended","Efforts to avoid thoughts, feelings, or conversations (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc1cc","Integer","","Recommended","Efforts to avoid thoughts, feelings, or conversations (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc1co","Integer","","Recommended","Efforts to avoid thoughts, feelings, or conversations (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc1cb","Integer","","Recommended","Efforts to avoid thoughts, feelings, or conversations (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc1pp","Integer","","Recommended","Efforts to avoid thoughts, feelings, or conversations (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc1pc","Integer","","Recommended","Efforts to avoid thoughts, feelings, or conversations (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc1po","Integer","","Recommended","Efforts to avoid thoughts, feelings, or conversations (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc1pb","Integer","","Recommended","Efforts to avoid thoughts, feelings, or conversations (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc2cp","Integer","","Recommended","Efforts to avoid activities, places, or people that arouse recollections (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc2cc","Integer","","Recommended","Efforts to avoid activities, places, or people that arouse recollections (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc2co","Integer","","Recommended","Efforts to avoid activities, places, or people that arouse recollections (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc2cb","Integer","","Recommended","Efforts to avoid activities, places, or people that arouse recollections (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc2pp","Integer","","Recommended","Efforts to avoid activities, places, or people that arouse recollections (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc2pc","Integer","","Recommended","Efforts to avoid activities, places, or people that arouse recollections (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc2po","Integer","","Recommended","Efforts to avoid activities, places, or people that arouse recollections (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc2pb","Integer","","Recommended","Efforts to avoid activities, places, or people that arouse recollections (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc3cp","Integer","","Recommended","Inability to recall an important aspect of the trauma (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc3cc","Integer","","Recommended","Inability to recall an important aspect of the trauma (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc3co","Integer","","Recommended","Inability to recall an important aspect of the trauma (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc3cb","Integer","","Recommended","Inability to recall an important aspect of the trauma (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc3pp","Integer","","Recommended","Inability to recall an important aspect of the trauma (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc3pc","Integer","","Recommended","Inability to recall an important aspect of the trauma (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc3po","Integer","","Recommended","Inability to recall an important aspect of the trauma (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc3pb","Integer","","Recommended","Inability to recall an important aspect of the trauma (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc4cp","Integer","","Recommended","Markedly diminished interest (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc4cc","Integer","","Recommended","Markedly diminished interest (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc4co","Integer","","Recommended","Markedly diminished interest (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc4cb","Integer","","Recommended","Markedly diminished interest (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc4pp","Integer","","Recommended","Markedly diminished interest (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc4pc","Integer","","Recommended","Markedly diminished interest (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc4po","Integer","","Recommended","Markedly diminished interest (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc4pb","Integer","","Recommended","Markedly diminished interest (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc5cp","Integer","","Recommended","Feeling of detachment or estrangement from others (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc5cc","Integer","","Recommended","Feeling of detachment or estrangement from others (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc5co","Integer","","Recommended","Feeling of detachment or estrangement from others (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc5cb","Integer","","Recommended","Feeling of detachment or estrangement from others (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc5pp","Integer","","Recommended","Feeling of detachment or estrangement from others (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc5pc","Integer","","Recommended","Feeling of detachment or estrangement from others (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc5po","Integer","","Recommended","Feeling of detachment or estrangement from others (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc5pb","Integer","","Recommended","Feeling of detachment or estrangement from others (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc6cp","Integer","","Recommended","Restricted range of affect (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc6cc","Integer","","Recommended","Restricted range of affect (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc6co","Integer","","Recommended","Restricted range of affect (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc6cb","Integer","","Recommended","Restricted range of affect (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc6pp","Integer","","Recommended","Restricted range of affect (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc6pc","Integer","","Recommended","Restricted range of affect (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc6po","Integer","","Recommended","Restricted range of affect (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc6pb","Integer","","Recommended","Restricted range of affect (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc7cp","Integer","","Recommended","Sense of a foreshortened future (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc7cc","Integer","","Recommended","Sense of a foreshortened future (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc7co","Integer","","Recommended","Sense of a foreshortened future (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc7cb","Integer","","Recommended","Sense of a foreshortened future (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc7pp","Integer","","Recommended","Sense of a foreshortened future (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc7pc","Integer","","Recommended","Sense of a foreshortened future (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc7po","Integer","","Recommended","Sense of a foreshortened future (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsc7pb","Integer","","Recommended","Sense of a foreshortened future (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd1cp","Integer","","Recommended","Difficulty falling or staying asleep (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd1cc","Integer","","Recommended","Difficulty falling or staying asleep (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd1co","Integer","","Recommended","Difficulty falling or staying asleep (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd1cb","Integer","","Recommended","Difficulty falling or staying asleep (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd1pp","Integer","","Recommended","Difficulty falling or staying asleep (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd1pc","Integer","","Recommended","Difficulty falling or staying asleep (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd1po","Integer","","Recommended","Difficulty falling or staying asleep (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd1pb","Integer","","Recommended","Difficulty falling or staying asleep (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd2cp","Integer","","Recommended","Irritability or outbursts of anger (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd2cc","Integer","","Recommended","Irritability or outbursts of anger (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd2co","Integer","","Recommended","Irritability or outbursts of anger (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd2cb","Integer","","Recommended","Irritability or outbursts of anger (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd2pp","Integer","","Recommended","Irritability or outbursts of anger (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd2pc","Integer","","Recommended","Irritability or outbursts of anger (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd2po","Integer","","Recommended","Irritability or outbursts of anger (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd2pb","Integer","","Recommended","Irritability or outbursts of anger (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd3cp","Integer","","Recommended","Difficulty concentrating (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd3cc","Integer","","Recommended","Difficulty concentrating (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd3co","Integer","","Recommended","Difficulty concentrating (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd3cb","Integer","","Recommended","Difficulty concentrating (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd3pp","Integer","","Recommended","Difficulty concentrating (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdsd3pc","Integer","","Recommended","Difficulty concentrating (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
