"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"panas_angry_self_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now (that is, at the present moment): Angry at self","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A; 77= Refused; 88= Missing",""
"panas_cheerful_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now (that is, at the present moment): Cheerful","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A; 77= Refused; 88= Missing",""
"panas_lively_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now (that is, at the present moment): Lively","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A; 77= Refused; 88= Missing",""
"panas_joyful_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now (that is, at the present moment): Joyful","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A; 77= Refused; 88= Missing",""
"panas_energetic_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now (that is, at the present moment): Energetic","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A; 77= Refused; 88= Missing",""
"panas_delighted_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now (that is, at the present moment): Delighted","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A; 77= Refused; 88= Missing",""
"panas_blue_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now (that is, at the present moment): Blue","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A; 77= Refused; 88= Missing",""
"er_neut_na","Integer","","Recommended","","Emotion Regulation - Neutral - Negative Affect: PANAS-Brief Negative Affect composite scores following the Neutral film clip (2-min)","5::50;-999","-999= Missing",""
"er_nreg_na","Integer","","Recommended","","Emotion Regulation - Non-Regulation - Negative Affect: PANAS-Brief Negative Affect composite scores following the Non-Regulation (i.e., negative/sad with no instruction about emotion regulation) film clip (2-min)","5::50;-999","-999= Missing",""
"er_reg_na","Integer","","Recommended","","Emotion Regulation - Regulation - Negative Affect: PANAS-Brief Negative Affect composite scores following the Regulation (i.e., negative/sad with instruction to reduce negative emotions) film clip (2-min)","5::50;-999","-999= Missing",""
